BookingID	Travel Type	Class	Seat Number	PassengerID	FlightID
11213	Business travel	Business	122	21011	24268
16851	Business travel	Business	122	106212	41885
29309	Personal Travel	Eco	122	124632	14508
13220	Personal Travel	Eco	122	88911	19208
21194	Business travel	Business	122	46880	114269
29228	Business travel	Business	122	71308	52898
21209	Business travel	Business	122	95449	74856
16839	Business travel	Business	122	15745	23072
18669	Business travel	Business	122	80825	53274
26660	Business travel	Business	122	51710	32400
27537	Business travel	Eco Plus	122	21004	128487
17393	Business travel	Business	122	29949	41982
18735	Business travel	Business	244	69637	123167
26633	Business travel	Business	122	73307	128831
17256	Business travel	Business	122	18730	80815
11749	Business travel	Business	122	59951	72846
21046	Business travel	Business	122	22240	2305
17602	Personal Travel	Eco	122	84904	93610
15083	Business travel	Business	122	31050	60534
25122	Personal Travel	Eco	244	38801	21618
22875	Business travel	Eco Plus	122	30842	5287
21613	Business travel	Eco Plus	122	29156	97841
15986	Business travel	Business	122	63279	103466
23209	Personal Travel	Eco	122	348	50717
21256	Business travel	Business	122	52599	118219
24638	Business travel	Business	122	96384	7239
15522	Personal Travel	Eco	122	105797	101387
13157	Personal Travel	Eco	122	42058	46110
23568	Business travel	Eco Plus	122	33237	75834
21255	Business travel	Business	122	63524	76273
21346	Business travel	Eco	122	38327	118927
15011	Business travel	Business	122	11947	42567
12109	Business travel	Business	122	70469	104983
22728	Business travel	Business	122	95966	119585
26337	Personal Travel	Eco	122	31726	88874
28809	Business travel	Business	122	100308	33229
13237	Business travel	Business	122	45202	55741
27697	Business travel	Business	122	59634	60139
16879	Business travel	Eco Plus	122	82371	47217
11714	Business travel	Business	122	66486	33499
16899	Business travel	Business	122	118953	73844
16730	Business travel	Eco	122	44768	111684
11542	Personal Travel	Eco	122	116326	129265
20693	Personal Travel	Eco	122	116252	96202
24441	Business travel	Eco	122	35377	105218
17553	Personal Travel	Eco	122	101067	123958
18255	Personal Travel	Eco	122	14920	125051
28716	Personal Travel	Business	122	99533	26190
12526	Business travel	Business	122	23765	3511
19777	Personal Travel	Eco	122	113631	118845
22770	Business travel	Eco Plus	122	27878	74346
23581	Business travel	Business	122	67834	116797
29412	Personal Travel	Eco	122	11318	115653
23081	Business travel	Business	122	102571	9959
27873	Business travel	Business	122	5789	101676
25822	Business travel	Eco Plus	122	77439	37013
11772	Business travel	Business	122	3349	115406
11895	Personal Travel	Eco	122	104011	6294
23896	Business travel	Business	122	50142	25063
18269	Personal Travel	Eco	122	86233	99569
24319	Business travel	Business	122	78146	24083
19467	Business travel	Eco	4290	20316	64689
11179	Business travel	Eco	3990	100341	122774
20494	Business travel	Business	4320	5990	40360
20601	Business travel	Business	4260	40347	112550
19660	Business travel	Eco	5005	34999	46514
28277	Business travel	Business	4080	9217	40572
11297	Business travel	Business	4410	48940	47971
24247	Business travel	Eco	122	15175	56313
13124	Personal Travel	Eco	4050	86238	44361
17396	Business travel	Business	244	75710	106604
26215	Business travel	Eco	244	21480	76653
18348	Business travel	Business	4230	70062	46419
15366	Business travel	Business	4550	95959	103608
14059	Business travel	Business	3780	6934	93154
28591	Business travel	Business	1	108089	75872
19037	Business travel	Business	4230	115289	31656
13144	Business travel	Business	122	44981	33871
20602	Personal Travel	Business	122	60858	119022
11675	Personal Travel	Eco	122	104050	125895
15825	Personal Travel	Eco	122	52357	14873
15029	Business travel	Business	122	114453	97518
21476	Business travel	Business	122	86145	87870
16680	Personal Travel	Eco	122	47481	38895
21352	Business travel	Business	122	44993	56823
19233	Personal Travel	Eco	122	12599	43019
23290	Business travel	Business	122	122340	122210
17579	Business travel	Business	122	2689	54884
25233	Business travel	Business	122	128416	2510
12373	Personal Travel	Eco	122	4512	7662
24842	Business travel	Business	122	81066	107482
22842	Business travel	Business	122	52138	94915
21928	Business travel	Business	122	71421	85533
21148	Personal Travel	Eco	122	121488	117852
28105	Personal Travel	Eco	122	47477	88559
19621	Business travel	Business	366	72251	11771
17186	Business travel	Business	122	112985	42767
25052	Business travel	Eco	122	35316	20992
15431	Business travel	Eco	122	15048	116895
20622	Personal Travel	Eco	122	38283	67795
19109	Business travel	Business	122	66026	82032
28001	Personal Travel	Eco	122	60659	62828
26574	Personal Travel	Eco	122	72645	112316
18237	Business travel	Eco	122	85589	6422
27149	Personal Travel	Eco	122	117366	99432
20999	Personal Travel	Eco	122	79706	104343
19669	Business travel	Eco	366	127673	83328
24958	Business travel	Business	122	25657	81178
22750	Business travel	Eco	122	35404	100725
28503	Personal Travel	Eco	122	60400	43775
28988	Business travel	Eco	244	97514	80603
14379	Personal Travel	Eco	122	19594	104316
13957	Business travel	Eco	122	27337	67497
29140	Personal Travel	Eco Plus	244	31143	116672
20013	Business travel	Business	122	17645	119465
28348	Business travel	Business	244	70994	74392
26456	Business travel	Business	122	34914	102339
23469	Business travel	Business	122	52947	57403
16588	Business travel	Business	122	109489	13850
24082	Business travel	Business	122	372	68011
15930	Business travel	Business	122	95455	106196
20911	Business travel	Business	244	56241	43193
15079	Personal Travel	Eco	122	33044	84572
16294	Personal Travel	Eco	106	20368	127251
12149	Business travel	Business	122	60102	109740
17274	Business travel	Business	122	36864	65494
16152	Business travel	Eco	122	111964	88
28414	Personal Travel	Eco	244	6434	84854
25187	Personal Travel	Eco	122	78811	65068
27695	Personal Travel	Eco	122	66518	41043
14265	Personal Travel	Eco	122	80065	80044
16690	Business travel	Business	244	45161	101053
18371	Business travel	Business	244	15872	65402
25964	Personal Travel	Eco Plus	244	120533	127277
21181	Business travel	Business	122	61645	87012
28715	Personal Travel	Eco Plus	122	81549	124753
25420	Business travel	Eco	122	83950	70976
25007	Business travel	Business	122	62995	88587
22142	Personal Travel	Eco	244	41151	99304
27676	Personal Travel	Eco	244	118922	16861
11709	Personal Travel	Business	122	46797	8553
17337	Business travel	Business	122	21620	13363
27075	Personal Travel	Eco	244	15058	80767
28095	Personal Travel	Business	122	98805	24264
17141	Personal Travel	Eco Plus	122	33265	5334
13316	Personal Travel	Eco	122	120738	47296
16692	Business travel	Business	122	6646	15530
18779	Business travel	Eco	122	49487	21192
14037	Personal Travel	Eco	122	111580	36345
11764	Business travel	Business	122	63264	101009
12970	Personal Travel	Eco Plus	122	108536	76310
21028	Personal Travel	Eco	122	86588	15156
25290	Business travel	Eco	122	104461	20027
19207	Personal Travel	Eco	122	126498	122362
14406	Business travel	Business	122	104237	90626
12107	Personal Travel	Eco	122	58292	41957
20416	Business travel	Eco	122	90989	8375
27426	Business travel	Business	122	16631	115196
11274	Business travel	Business	122	2918	49441
13104	Personal Travel	Eco	122	91430	69998
22467	Personal Travel	Eco	122	33140	110896
23217	Business travel	Eco	122	83316	51126
15368	Business travel	Business	122	76230	44752
20633	Business travel	Business	122	7671	23196
25983	Personal Travel	Eco	122	89722	102751
12954	Personal Travel	Eco	122	15812	111787
15499	Business travel	Business	122	81814	84047
15179	Business travel	Business	122	96943	33778
27213	Business travel	Eco	122	67050	7142
21568	Personal Travel	Eco	122	117829	16739
11172	Personal Travel	Eco	122	60403	86294
11883	Business travel	Eco	122	97145	50422
25415	Business travel	Business	122	13406	5104
15577	Personal Travel	Eco	122	69752	53296
21708	Business travel	Business	122	86079	92670
29117	Personal Travel	Eco	122	73439	93580
23001	Business travel	Business	122	115352	11957
20849	Business travel	Business	122	32111	78014
20389	Personal Travel	Eco Plus	122	125493	54555
26151	Business travel	Business	122	96789	24529
28271	Business travel	Business	122	60573	43671
13977	Business travel	Business	122	45739	46578
19312	Business travel	Business	122	7361	55639
25225	Business travel	Eco	122	34591	66634
18950	Business travel	Eco	122	14871	76315
19154	Personal Travel	Eco	122	100960	2091
11690	Business travel	Business	122	96052	94704
21421	Business travel	Business	122	122069	47444
17272	Business travel	Eco	122	81651	13574
17299	Business travel	Business	122	71505	60222
23068	Business travel	Business	122	122167	15470
16641	Personal Travel	Eco	122	95935	3548
14347	Business travel	Business	122	50302	11912
15812	Business travel	Business	122	103984	8749
24228	Business travel	Business	122	28399	45831
20151	Business travel	Eco	122	66812	30671
23557	Personal Travel	Eco Plus	122	3797	40959
13176	Business travel	Business	122	101106	129580
11173	Business travel	Eco	122	38977	11114
26534	Business travel	Business	122	84540	118504
19815	Business travel	Eco	122	42954	26987
18270	Business travel	Business	122	110113	121247
28309	Business travel	Eco	122	1814	56029
18057	Personal Travel	Eco	122	86276	93274
29302	Business travel	Business	122	124663	84030
24399	Business travel	Business	122	71370	116306
20475	Personal Travel	Business	122	81878	128728
15134	Business travel	Business	122	120519	92328
23655	Personal Travel	Eco	122	99129	106116
19583	Personal Travel	Eco	2280	122807	45368
18614	Personal Travel	Eco	122	85491	40972
20228	Business travel	Eco	122	1008	39618
27562	Business travel	Business	122	107345	7547
27220	Personal Travel	Eco Plus	122	65279	96551
12118	Business travel	Eco	122	1033	11094
28041	Business travel	Business	122	91765	82313
22168	Business travel	Eco	122	100492	80721
28585	Personal Travel	Eco	122	71695	41298
22342	Personal Travel	Eco	122	73495	38735
28298	Business travel	Business	2250	18811	70628
13615	Personal Travel	Eco	2520	41157	123121
20634	Business travel	Business	122	38044	93788
15907	Business travel	Business	2460	8305	93922
19764	Personal Travel	Eco	2415	101201	1177
11964	Business travel	Business	122	57717	37925
22347	Business travel	Business	122	55025	10812
18265	Personal Travel	Eco	122	102431	88712
27605	Business travel	Business	122	112382	80249
17747	Business travel	Business	122	129087	40117
17270	Personal Travel	Eco	122	104077	11808
27031	Personal Travel	Eco	122	75269	101559
23608	Personal Travel	Eco	122	62211	14190
22454	Business travel	Business	122	72343	68834
20344	Business travel	Business	122	2443	76740
13299	Business travel	Eco	122	54398	2086
19205	Business travel	Business	2430	74354	71287
19929	Business travel	Business	122	116924	42435
21044	Business travel	Business	122	69170	80392
26345	Personal Travel	Eco	122	125010	94202
15976	Business travel	Eco Plus	122	28453	27132
21327	Personal Travel	Eco	122	56724	2531
21799	Personal Travel	Eco	122	42815	39787
19070	Business travel	Business	122	120398	3361
18086	Business travel	Business	122	103223	78631
19002	Business travel	Business	122	64737	56
13921	Business travel	Business	2160	77127	63982
12997	Business travel	Business	122	40818	100714
23623	Personal Travel	Eco	122	12446	47019
18291	Business travel	Business	122	68150	21066
14729	Business travel	Business	122	102241	36183
23130	Personal Travel	Eco	122	67914	59145
22965	Personal Travel	Eco	122	15836	102732
20662	Business travel	Eco	122	66194	108959
23511	Business travel	Eco	2430	70337	22132
14131	Business travel	Business	122	37959	25840
25014	Personal Travel	Eco	122	127644	36228
18673	Business travel	Eco	122	27475	6939
12978	Business travel	Eco	122	104747	123030
18713	Business travel	Business	2430	116603	92039
12430	Business travel	Business	2430	120573	57512
14211	Business travel	Eco Plus	122	23197	70653
27165	Business travel	Eco	122	58715	108514
19596	Business travel	Business	2220	98400	100744
25151	Business travel	Eco	2870	45872	71775
14301	Business travel	Business	122	67419	122059
23376	Business travel	Eco	122	100164	116068
14235	Business travel	Business	122	49017	75864
23877	Personal Travel	Eco	244	51016	27283
21088	Business travel	Eco	122	78026	46070
27994	Business travel	Business	122	67366	94409
18857	Personal Travel	Eco	122	104084	34905
26454	Business travel	Business	122	23264	7621
16154	Personal Travel	Eco	122	9601	112522
20902	Personal Travel	Eco	122	1988	22231
23978	Business travel	Eco	122	34738	73440
24633	Business travel	Eco	122	26805	124900
17659	Business travel	Business	122	109883	57817
11505	Business travel	Business	122	62665	64937
13173	Personal Travel	Eco	122	70945	19062
20850	Business travel	Eco	122	74474	53989
25467	Business travel	Business	122	79387	74888
16375	Business travel	Eco	175	35245	40714
25053	Personal Travel	Business	122	77925	55731
23182	Business travel	Business	122	55274	11461
13325	Personal Travel	Eco	122	7113	53167
22376	Business travel	Business	122	556	16011
24705	Business travel	Eco	122	21470	129111
24594	Business travel	Business	122	125611	129874
17382	Business travel	Business	122	107580	128225
21572	Business travel	Business	122	40800	39199
27272	Personal Travel	Eco	122	122698	63171
26316	Personal Travel	Eco	122	9257	29911
20666	Business travel	Business	122	32799	79921
16722	Business travel	Business	122	115093	504
23891	Business travel	Eco	122	122430	69780
20431	Personal Travel	Eco	122	112488	16159
25813	Business travel	Business	122	107900	111144
16964	Personal Travel	Eco	122	124315	112969
23159	Personal Travel	Eco	122	116080	3489
23236	Business travel	Eco	122	111145	30221
24234	Personal Travel	Eco	122	9609	6244
27657	Business travel	Eco	122	55967	127802
20353	Personal Travel	Eco Plus	122	110838	26219
24286	Business travel	Eco	30	29689	42450
24645	Personal Travel	Eco	122	91157	90490
11126	Personal Travel	Eco	122	9088	93286
12659	Business travel	Business	122	7241	125215
19458	Personal Travel	Eco	122	73258	67796
25683	Business travel	Business	122	90803	93974
19033	Business travel	Business	122	120995	61208
22472	Personal Travel	Eco	122	51006	97701
20589	Business travel	Business	122	96961	98762
16296	Business travel	Business	122	36298	115083
15575	Personal Travel	Eco	122	62197	78191
23207	Business travel	Business	24	90340	71295
15648	Personal Travel	Eco Plus	244	80897	59948
18795	Business travel	Eco	122	53992	52946
12607	Business travel	Eco	122	47819	96008
11478	Personal Travel	Eco Plus	122	44209	112063
24535	Personal Travel	Eco	122	105346	17434
17874	Business travel	Eco	122	20558	9923
29419	Business travel	Business	30	9908	54236
23517	Personal Travel	Eco	122	54341	93657
28986	Business travel	Business	122	55547	43146
28099	Personal Travel	Eco	122	46330	22982
17077	Business travel	Business	122	98060	45348
11253	Business travel	Business	122	39005	44594
12292	Personal Travel	Eco	122	129	56799
18543	Business travel	Business	122	111012	104290
14308	Personal Travel	Eco	122	72806	79465
25481	Personal Travel	Eco	122	76669	13759
12784	Business travel	Business	122	25378	74129
15739	Business travel	Eco Plus	122	12959	44670
27744	Personal Travel	Eco	122	4445	36354
15158	Business travel	Business	122	77696	92009
15736	Business travel	Eco	244	95749	124404
11789	Business travel	Eco	122	24905	84051
11383	Personal Travel	Eco	122	11046	14334
23867	Business travel	Eco	122	24548	74602
22174	Business travel	Business	122	56949	43042
13403	Business travel	Business	122	104677	39514
15706	Business travel	Business	122	71243	5344
15094	Business travel	Business	122	8545	7722
23882	Business travel	Business	122	124225	12867
14672	Personal Travel	Eco	122	36152	14489
19427	Business travel	Eco	122	104727	80297
13610	Business travel	Eco	122	109176	20050
28757	Business travel	Business	122	76452	31681
24755	Personal Travel	Eco	122	99287	67005
28745	Business travel	Business	122	90530	61174
17577	Business travel	Eco	122	124354	82018
11682	Personal Travel	Business	122	33316	63890
22532	Business travel	Business	122	112830	118785
26432	Business travel	Eco	122	23487	55923
11615	Business travel	Business	122	61032	26902
18540	Business travel	Eco	122	37137	11538
20803	Business travel	Eco Plus	122	21247	97619
15509	Business travel	Business	122	94312	40438
24500	Business travel	Business	175	42252	68926
12413	Personal Travel	Eco Plus	122	23828	62555
21205	Business travel	Business	122	103936	54222
28015	Business travel	Business	122	56128	18556
21602	Business travel	Business	122	75824	9551
15844	Personal Travel	Eco	122	59673	50261
28291	Business travel	Business	122	73531	126398
25222	Business travel	Business	122	31665	105819
14441	Personal Travel	Eco	122	112114	50305
24942	Personal Travel	Eco	122	126655	93665
11344	Business travel	Business	122	92035	69635
26471	Business travel	Business	122	123397	17028
23169	Business travel	Business	122	41394	21345
13881	Personal Travel	Eco	122	81053	121652
24857	Business travel	Business	122	53372	35732
16741	Personal Travel	Eco	122	116526	90040
19866	Personal Travel	Eco	122	60975	78930
15896	Business travel	Business	122	50234	22268
24467	Business travel	Eco	122	37116	36219
18875	Personal Travel	Eco	122	63351	80820
21730	Business travel	Business	122	123037	4449
28947	Business travel	Eco Plus	122	34837	11242
28128	Business travel	Business	122	107997	106882
17685	Business travel	Eco	122	24660	117401
25183	Business travel	Business	122	31919	80849
27691	Business travel	Business	122	36988	28725
19396	Personal Travel	Eco	122	125710	89699
16332	Business travel	Eco	122	64838	77888
22760	Business travel	Business	122	58884	45059
19360	Business travel	Business	122	76722	122365
29236	Business travel	Business	122	103839	82263
25284	Business travel	Business	122	29260	2556
17662	Business travel	Business	122	15763	39625
13099	Personal Travel	Eco	122	58526	19850
25112	Business travel	Eco	122	51873	102625
20033	Personal Travel	Business	122	128104	121055
17055	Business travel	Eco	122	73413	13174
11904	Business travel	Business	122	23506	40782
22212	Business travel	Business	122	91548	48419
18676	Business travel	Business	122	129423	7681
18562	Business travel	Business	244	29875	65241
24605	Business travel	Business	244	81882	77739
13125	Business travel	Eco	122	49937	84857
27274	Personal Travel	Eco	122	42069	88299
25832	Business travel	Eco	122	8418	70164
13931	Business travel	Eco	122	44389	107827
13960	Business travel	Business	122	42290	14225
14095	Business travel	Business	122	60629	82909
22402	Personal Travel	Eco	122	104997	1431
27265	Personal Travel	Eco	122	5625	41563
13633	Business travel	Eco Plus	122	42711	52663
23586	Business travel	Business	122	114420	69057
28335	Business travel	Business	122	119578	116378
25259	Business travel	Business	122	31154	48692
11176	Business travel	Eco	122	41832	93837
14776	Business travel	Business	244	80133	95882
26014	Business travel	Business	244	2160	6335
23812	Business travel	Eco	122	63994	8646
13309	Business travel	Business	244	59902	71096
15787	Business travel	Business	122	78912	1312
19313	Business travel	Business	122	73403	111658
26816	Business travel	Business	122	31040	79250
20146	Business travel	Business	122	10291	40148
14337	Personal Travel	Eco	122	55582	123421
21027	Business travel	Business	122	60225	85671
27041	Business travel	Business	122	107274	78890
12126	Business travel	Eco	244	43192	23944
23727	Personal Travel	Eco	122	107524	54883
24984	Personal Travel	Eco	122	99916	33532
22027	Business travel	Eco	122	32347	62618
25909	Business travel	Business	122	56627	47298
17887	Business travel	Business	122	87152	117557
28156	Personal Travel	Eco	122	58110	74035
25943	Business travel	Eco Plus	122	4253	127919
26011	Business travel	Business	122	61935	87613
27568	Personal Travel	Eco	122	28551	88343
28819	Personal Travel	Eco	122	82789	106188
22647	Business travel	Eco	122	82136	20070
22118	Business travel	Eco	122	85005	98992
17720	Business travel	Business	122	63126	15332
24262	Business travel	Business	122	115622	124409
26761	Business travel	Business	122	112121	99526
18395	Business travel	Business	122	119788	123933
27338	Business travel	Eco Plus	122	21563	57878
18919	Business travel	Eco	122	43882	105053
28773	Business travel	Eco	122	98961	2189
11513	Business travel	Eco	122	108482	65419
18514	Business travel	Business	122	108115	67186
11090	Personal Travel	Eco	122	2873	280
27685	Personal Travel	Eco	122	118972	52553
17137	Business travel	Business	122	17740	5851
11878	Business travel	Business	122	119613	86755
14246	Business travel	Eco	244	49283	14304
25244	Personal Travel	Eco	122	89436	108018
22124	Business travel	Business	122	7162	85729
20368	Personal Travel	Eco	122	26547	24994
25880	Business travel	Eco	122	42251	116728
18451	Personal Travel	Eco	122	43502	126151
27474	Business travel	Business	122	49549	88762
22154	Personal Travel	Eco	122	43930	27616
25153	Personal Travel	Eco	122	47685	71237
12486	Business travel	Business	120	122869	26181
18937	Business travel	Business	122	43637	103699
24508	Personal Travel	Eco	122	99759	47136
25785	Personal Travel	Eco	122	40908	52056
26549	Business travel	Business	122	80786	67493
22410	Personal Travel	Business	122	45975	18685
25005	Personal Travel	Eco	122	57359	26917
15991	Personal Travel	Eco	122	23815	113313
15423	Personal Travel	Eco	122	74971	96920
19860	Personal Travel	Eco Plus	122	34988	42041
11740	Business travel	Eco Plus	122	25806	65341
25338	Business travel	Business	122	89609	55364
24860	Business travel	Eco	122	53288	115442
25265	Business travel	Eco	122	29600	55438
11367	Business travel	Business	122	128874	97647
25820	Personal Travel	Eco	122	100386	97388
16366	Personal Travel	Eco	122	35424	101281
22542	Business travel	Eco Plus	122	29727	52126
22661	Business travel	Business	122	26138	4410
19078	Personal Travel	Eco	122	129058	2759
14829	Business travel	Business	122	79178	9354
24271	Business travel	Business	122	100944	77665
19881	Business travel	Eco	122	18597	10674
24313	Business travel	Business	150	56948	69272
15723	Business travel	Eco	122	5524	30258
14292	Personal Travel	Eco	122	127152	9781
16277	Business travel	Business	244	128074	83381
20021	Business travel	Business	122	110327	554
28203	Business travel	Eco	120	4137	61985
14912	Personal Travel	Eco	122	109974	39780
17177	Personal Travel	Eco	122	24932	74552
26341	Personal Travel	Eco	122	51803	27383
21040	Business travel	Business	122	76065	18094
28178	Business travel	Eco	122	86720	59964
21701	Business travel	Business	122	57511	96243
15388	Business travel	Business	122	26393	7422
15808	Personal Travel	Eco	122	123274	29684
27108	Business travel	Eco Plus	784	20708	105428
28246	Personal Travel	Eco	122	121466	49150
13202	Business travel	Business	122	93996	51441
18793	Business travel	Eco	366	47448	61651
15559	Business travel	Eco	783	23733	79206
26830	Personal Travel	Eco	122	57014	66941
23260	Business travel	Business	122	89555	30521
14893	Business travel	Business	90	113256	14753
29118	Business travel	Business	152	70795	29298
19011	Business travel	Business	323	82127	88345
12652	Business travel	Business	684	123070	70051
25045	Personal Travel	Eco	122	14510	13521
22189	Personal Travel	Eco	19	8717	86677
23733	Personal Travel	Eco	122	92207	94538
13535	Business travel	Business	120	128957	86034
14485	Business travel	Eco	122	17381	46043
11054	Personal Travel	Eco	861	16400	63490
21219	Business travel	Business	18	68448	62431
14457	Business travel	Business	244	87992	52359
11041	Personal Travel	Business	122	16922	40230
22050	Personal Travel	Eco	122	82465	56352
12915	Personal Travel	Eco	120	83279	34184
24197	Business travel	Eco	76	49083	19173
27242	Business travel	Business	911	29223	52649
13688	Business travel	Eco	835	128167	104700
24608	Business travel	Business	122	2942	31489
15872	Personal Travel	Eco	122	22631	27065
19839	Business travel	Business	18	17413	77457
24451	Business travel	Business	122	104964	34362
22279	Personal Travel	Eco	244	80511	71756
20365	Personal Travel	Eco	122	114330	44252
26775	Business travel	Business	19	114693	19532
27214	Business travel	Business	10	40662	117597
18659	Personal Travel	Eco	122	70374	14714
15742	Personal Travel	Eco	122	129814	19002
19132	Personal Travel	Eco	57	71069	48870
24865	Personal Travel	Eco	244	2713	25892
29092	Personal Travel	Eco	190	110021	74242
23224	Business travel	Business	901	121551	35048
19998	Personal Travel	Eco	912	125402	96304
26536	Business travel	Business	1920	29435	120385
13726	Personal Travel	Eco	122	31101	30647
18849	Business travel	Eco	855	118586	118305
20714	Business travel	Eco	874	23804	124104
12879	Business travel	Business	133	97288	94199
23172	Personal Travel	Eco	150	56683	105709
17351	Business travel	Eco	122	39243	10497
21355	Business travel	Eco Plus	122	6460	26177
11935	Personal Travel	Eco Plus	244	58300	45970
18736	Personal Travel	Eco	122	118260	49380
28463	Business travel	Business	122	73841	102124
11002	Business travel	Eco Plus	122	18276	6341
24373	Personal Travel	Eco	122	126301	29969
22001	Business travel	Eco	122	31120	120772
22146	Personal Travel	Eco	122	56973	34299
17562	Business travel	Business	122	92736	41487
23658	Business travel	Business	122	5878	117551
22600	Personal Travel	Eco	122	11285	97997
26457	Business travel	Business	122	122636	119793
21200	Business travel	Business	1440	94800	42950
23669	Business travel	Business	122	9419	21608
15961	Business travel	Business	122	70233	75156
24211	Business travel	Business	122	122587	47665
18853	Personal Travel	Eco	122	38817	89855
16242	Business travel	Eco	122	119486	50230
20258	Personal Travel	Eco	122	65023	67980
15802	Business travel	Business	122	11633	78937
24944	Personal Travel	Eco Plus	122	88840	12474
22138	Personal Travel	Eco	122	35471	108697
25861	Business travel	Eco	122	97123	124686
17268	Business travel	Eco	122	15424	117890
17335	Business travel	Business	122	271	68253
23998	Personal Travel	Eco Plus	122	3859	6566
26313	Business travel	Business	122	29480	128442
15365	Business travel	Business	122	124537	83520
23083	Business travel	Eco	122	64924	64990
21752	Business travel	Business	122	127706	53952
28469	Personal Travel	Eco	122	88645	86542
12072	Business travel	Eco	122	94909	33822
25907	Personal Travel	Eco	122	89945	112812
23696	Business travel	Business	122	32233	33408
26478	Business travel	Business	150	94164	95875
26172	Business travel	Business	122	596	4143
17840	Personal Travel	Eco	120	118125	123279
25932	Business travel	Business	122	66335	8990
17516	Business travel	Business	122	8128	122715
23442	Personal Travel	Business	122	94090	75566
13650	Business travel	Business	122	3992	4675
27370	Business travel	Eco	122	129017	106209
12293	Business travel	Business	122	88029	96798
29220	Business travel	Eco Plus	122	22026	56079
17509	Personal Travel	Eco	122	2468	32545
20156	Business travel	Business	122	90114	116229
22569	Business travel	Business	122	128257	14004
27718	Personal Travel	Business	120	125749	46442
23491	Business travel	Business	122	71597	62635
12578	Business travel	Eco	122	42116	77269
16673	Business travel	Eco	122	8918	37904
15762	Business travel	Business	30	43863	37443
18343	Business travel	Business	122	66004	41925
17261	Personal Travel	Eco	122	73030	82166
13436	Business travel	Eco	122	120773	85323
23539	Personal Travel	Eco	6	35517	117204
25351	Business travel	Eco	122	49647	73616
11184	Business travel	Business	122	125762	92437
27380	Personal Travel	Eco	122	2904	14163
21172	Personal Travel	Eco	122	124382	108942
23375	Personal Travel	Eco	122	123280	119893
27817	Business travel	Business	122	75122	72318
26075	Business travel	Eco Plus	122	65249	90277
16877	Business travel	Eco	244	17771	46748
23971	Business travel	Eco	122	43265	77379
16071	Business travel	Business	244	82531	54243
22017	Personal Travel	Eco	122	66066	75916
23968	Business travel	Business	148	125546	64354
17776	Business travel	Business	120	118512	11313
16996	Personal Travel	Eco	122	93951	21926
21960	Personal Travel	Eco	122	88734	125347
13930	Personal Travel	Eco	120	13889	74373
20326	Personal Travel	Eco Plus	122	33272	7966
23417	Business travel	Business	244	484	9249
20701	Business travel	Business	122	64133	124799
17255	Business travel	Eco	122	32664	71722
20007	Business travel	Eco Plus	122	73059	65653
21342	Personal Travel	Eco	122	84919	11433
22594	Personal Travel	Eco	122	67206	62331
22058	Business travel	Business	122	85461	65464
16924	Business travel	Business	5	108650	114833
26079	Business travel	Eco	24	15447	18227
11647	Business travel	Business	3750	1486	15254
26310	Business travel	Business	4020	93490	72044
26560	Business travel	Eco	122	123470	108023
29159	Business travel	Business	122	100264	104047
23347	Business travel	Business	244	61236	74397
14038	Business travel	Eco Plus	244	76257	21067
18732	Business travel	Business	122	45779	31537
27686	Personal Travel	Eco Plus	122	83530	24123
16350	Business travel	Business	4050	79856	96036
28016	Business travel	Eco	122	15583	529
14918	Business travel	Business	122	89587	71749
23526	Business travel	Eco	3810	92081	34518
13303	Personal Travel	Eco	4950	38171	102631
14335	Business travel	Business	24	108999	41510
11233	Business travel	Business	5130	2842	101427
26527	Business travel	Eco	122	32583	81653
13054	Business travel	Eco	4980	46019	39494
26298	Business travel	Eco	24	106935	30467
12694	Business travel	Business	3060	4917	6682
28333	Personal Travel	Eco	4980	117428	104201
26779	Business travel	Eco Plus	3840	30793	61419
26470	Personal Travel	Eco	4650	38276	84566
27016	Business travel	Eco	5010	31464	41366
25008	Business travel	Eco	24	90127	4618
13056	Business travel	Business	122	74098	58940
21518	Personal Travel	Eco	122	2418	47422
14791	Personal Travel	Eco	122	11079	10284
22556	Business travel	Eco	122	87557	90106
20901	Business travel	Business	122	119775	57243
17897	Business travel	Business	122	129260	89764
26855	Business travel	Eco	122	76893	106195
25698	Business travel	Business	122	98238	98123
11433	Personal Travel	Eco Plus	122	28079	73292
25379	Business travel	Business	150	25952	55062
25312	Personal Travel	Eco	122	107074	77030
22284	Business travel	Business	122	3088	103978
18597	Business travel	Business	122	54251	121715
20645	Business travel	Business	122	59908	94014
17743	Business travel	Eco Plus	244	122122	122688
20348	Personal Travel	Eco Plus	122	87538	59586
15770	Business travel	Business	122	1611	30245
18977	Business travel	Business	122	112862	86860
14143	Personal Travel	Eco	122	89297	121319
13038	Business travel	Business	122	18442	39331
26512	Business travel	Business	122	48898	77826
15878	Personal Travel	Eco	122	121478	86047
29180	Business travel	Business	122	59309	106723
11696	Business travel	Business	122	112885	63364
29012	Personal Travel	Eco	122	48551	10191
11861	Business travel	Business	122	22311	24959
21557	Personal Travel	Eco	122	20014	58768
18349	Business travel	Eco	122	108687	63795
26412	Business travel	Business	122	53703	80938
14253	Business travel	Business	122	111011	89488
26928	Personal Travel	Eco	122	27071	40391
29451	Personal Travel	Eco	122	48563	108293
23384	Business travel	Business	122	77024	99740
18211	Personal Travel	Eco	120	8384	37171
19948	Business travel	Business	122	57853	42536
